,title,price,description,link,Image,categorie
83,BIOXSINE – SHAMPOOING AUX HERBES ANTI-CHUTE ET ANTIPELLICULAIRE 300ML,38.900 TND TTC,"
Shampooing végétal à utiliser en cas de chute des cheveux et de pellicules.
Des tests d’efficacité et de tolérance ont montré que BIOXSINE:

Freine la chute de cheveux en cas d’utilisation régulière,
Stimule la repousse des cheveux,
Renforce les racines affaiblies du cheveu. Le cheveu gagne en volume, en brillance et en vigueur,
Est sans danger et fiable sur le plan dermatologique (d’après des tests basés sur la mélanine et l’érythème).

",https://anais.tn/produit/bioxsine-shampoing-aux-herbes-anti-chute-anti-pelliculaire-300ml/,https://anais.tn/wp-content/uploads/2020/05/bioxsine-antipelliculaire-min.jpg,Cheveux
84,BIOXSINE DERMAGEN SERUM,149.600 TND TTC,"

Le sérum Bioxsine Dermagen est basé sur la formule active à base de plantes BioComplex B11 à partir de phyto-extraits spécialement combinés pour réduire efficacement la chute des cheveux et favoriser la croissance des cheveux pour des cheveux plus épais et plus forts.
 Ne contient pas de paraben, de phtalates ou de colorants. Les actifs efficaces contre la chute des cheveux sont alimentés par la technologie des liposomes.
 Dans les essais cliniques, parmi les participants, une réduction notable de 48 % de la perte de cheveux s’est produite juste après un mois.*
Des tests d’efficacité ont prouvé que le sérum Bioxsine Dermagen aide à prévenir la chute des cheveux lorsqu’il est utilisé de manière continue et régulière, favorise la croissance des cheveux et revitalise les racines des cheveux faibles et fournit de la résilience, du volume, de la brillance et de l’éclat aux cheveux.

",https://anais.tn/produit/bioxsine-dermagen-serum/,https://anais.tn/wp-content/uploads/2021/09/BS_DG_White_Serum.jpg_800x800_7df32e13-9208-44c8-afcb-afc68f692b30-min.jpg,Cheveux
85,BIOXSINE PACK ANTICHUTE,39.450 TND TTC,"
Bioxsine comprimés

Complément alimentaire à base de biotine, complexe de vitamine B, zinc et plante.

Il est destiné pour le traitement de la chute des cheveux. 
Vos cheveux sont plus forts et volumineux.

Bioxsine – Shampooing végétal 100ml:

A utiliser en cas de chute des cheveux. 

",https://anais.tn/produit/bioxsine-pack/,https://anais.tn/wp-content/uploads/2021/09/received_233640032045392-removebg-preview-min.png,Cheveux
86,BIOXSINE SHAMPOOING VEGETAL A L’AIL NOIR 300ML,39.270 TND TTC,"

La particularité du shampooing à l’ail noir.
L’ail noir a une plus grande capacité antioxydante par rapport à l’ail blanc.
 L’extrait d’ail noir montre un fort effet contre la chute des cheveux.
BioComplex B11 breveté.
Origine botanique. 
Les flavonoïdes contenus (myricétine, quercétine, caempferol) empêchent la chute des cheveux et assurent la santé des cheveux.
Les vitamines (A, B1, B2, B5, B7, B9) assurent la force des cheveux.
Les minéraux (cuivre, zinc, fer, calcium) nourrissent les cheveux.

",https://anais.tn/produit/bioxsine-shampooing-vegetal-a-lail-noir-300ml/,https://anais.tn/wp-content/uploads/2021/09/bioxsine-shampooing-vegetal-a-l-ail-noir-300ml-min.jpg,Cheveux
87,COLAB DRY-SHAMPOO ORIGINAL 200 ML,15.890 TND TTC,"

Le shampooing sec COLAB Original aux notes de bergamote et de rose séduira les adeptes d’un look classique intemporel.
Des cheveux revitalisés et remarqués sans effort !
Grand pouvoir absorbant sans résidus blancs

",https://anais.tn/produit/colab-dry-shampoo-original-200-ml/,https://anais.tn/wp-content/uploads/2021/11/L8629537-min.jpg,Cheveux
88,COLAB SHAMPOING SEC BOHO ROSE 200ML,16.900 TND TTC,"

COLAB Boho Rose est un floral doux et rougissant avec une âme vintage. 
Inspiré par des couronnes de fleurs fantaisistes et filé fin avec des notes parfumées de pivoine et de rose délicate. 
Tout en absorbant l’huile instantanément et de manière invisible , sans résidu blanc pour ruiner votre couronne de fleurs.

",https://anais.tn/produit/colab-shampoing-sec-boho-rose-200ml/,https://anais.tn/wp-content/uploads/2021/11/shampoing-sec-boho-rose-ANAIS-PARA-PHARMACIE-min.jpg,Cheveux
89,COLAB SHAMPOOING SEC ACTIVE 200ML,20.350 TND TTC,"

Le shampooing sec Active + revitalise et rafraîchit votre coiffure à la gym et en toute occasion.
Enrichi d’ingrédients actifs incluant des extraits de graine de Moringa, sa formule contribue à protéger et revitaliser les cheveux contre les effets du soleil et de la pollution urbaine.

",https://anais.tn/produit/colab-shampooing-sec-active-200ml/,https://anais.tn/wp-content/uploads/2021/11/active-shampoing-sec-colab-ANAIS-PARAPHARMACIE.png,Cheveux
90,DUCRAY ANACAPS PROGRESSIV CHEVEUX 30 CAPSULES,63.400 TND TTC,"

Ducray a conçu le complément alimentaire Anacaps Progressiv pour stopper la chute de cheveux.

Renforce le cheveu à la racine.
Lutte contre les facteurs responsables de la chute.
Active la repousse pour entretenir la masse capillaire et donner plus de volume aux cheveux.



",https://anais.tn/produit/ducray-anacaps-progressiv-cheveux-30-capsules/,https://anais.tn/wp-content/uploads/2020/06/ducray-anacaps-progressiv-capsules-30-pieces.19aa2c.jpg,Cheveux
91,DUCRAY ANACAPS REACTIV 30 CAPSULES,63.000 TND TTC,"

Anacaps reactiv est un complément alimentaire pour les cheveux et les ongles en cas de situations aigues.


",https://anais.tn/produit/ducray-anacaps-reactiv-30-capsules/,https://anais.tn/wp-content/uploads/2020/06/ducray-anacaps-reactiv-30-capsules-f1200-f1200.png,Cheveux
92,DUCRAY ANAPHASE+ SHAMPOING 200ML,30.900 TND TTC,"

Shampoing à utiliser en accompagnement de tous les traitements anti-chute.
 Fortifie et apporte du volume à vos cheveux.

",https://anais.tn/produit/ducray-anaphase-shampoing-200ml/,https://anais.tn/wp-content/uploads/2020/06/3_a33afd99-acfa-4446-bdc8-8013dbea059c_1000x.jpg,Cheveux
93,DUCRAY ANAPHASE+ SOIN APRÈS-SHAMPOING FORTIFIANT 200ML,35.980 TND TTC,"

Ducray a formulé l’après-shampoing fortifiant Anaphase+ pour apporter un soin supplémentaire aux cheveux fins.
 En complément d’un traitement anti-chute, Anaphase + renforce la fibre capillaire afin qu’elle retrouve toute sa santé.

",https://anais.tn/produit/ducray-anaphase-soin-apres-shampoing-fortifiant-200ml/,https://anais.tn/wp-content/uploads/2020/06/4_f0e71b3f-ba22-480b-84b4-176d86a3b772_1000x.jpg,Cheveux
94,DUCRAY CREASTIM LOTION ANTICHUTE – 2 FLACONS SPRAY 30ML,110.571 TND TTC,"

Effectuer 10 pulvérisations sur l’ensemble de la chevelure en ayant réalisé des raies au préalable pour que le produit soit bien en contact avec le cuir chevelu. 3 fois/semaine pendant 2 mois.
 Masser soigneusement. Ne pas rincer. 
Ne pas faire de shampooing dans les 2 heures.

",https://anais.tn/produit/ducray-creastim-lotion-antichute-2-flacons-spray-30ml/,https://anais.tn/wp-content/uploads/2021/09/ducray-creastim-anti-hair-loss-lotion-30ml-x-2un-min.jpg,Cheveux
95,DUCRAY EXTRA-DOUX SHAMPOING 200ML,24.890 TND TTC,"

Grâce à la douceur de sa formule, le shampoing EXTRA-DOUX respecte le cuir chevelu, discipline vos cheveux et leur redonne vigueur, beauté et brillance.

",https://anais.tn/produit/ducray-extra-doux-shampoing-200ml/,https://anais.tn/wp-content/uploads/2020/06/DUC-4-EXTRA-DOUX-SH-400ML-11453_101_1502711310.jpg,Cheveux
96,DUCRAY NEOPTIDE LOTION ANTICHUTE FEMMES,105.120 TND TTC,"

Neoptide est un traitement anti-chute spécifique de la chute de cheveux chronique féminine.
Cette lotion lutte contre la chute de cheveux chronique depuis plus de 6 mois, due entre-autre au stress, à la période post accouchement ou au changement de saison.

",https://anais.tn/produit/ducray-neoptide-lotion-antichute-femmes/,https://anais.tn/wp-content/uploads/2020/06/ducray-neoptide-lotion-antichute-femmes-30ml-f1200-f1200.png,Cheveux
97,DUCRAY NEOPTIDE LOTION ANTICHUTE HOMMES,132.500 TND TTC,"

Pour lutter contre l’alopécie masculine, qui est également appelée la chute de cheveux de l’homme, les laboratoires Ducray ont formulé une lotion anti-chute efficace, qui prend en compte les particularités de la fibre capillaire masculine pour la renforcer.

",https://anais.tn/produit/ducray-neoptide-lotion-antichute-hommes/,https://anais.tn/wp-content/uploads/2020/06/DUCRAY-Neoptide-lotion-homme-flacon-100ml-27122_5_1507729493.jpg,Cheveux
98,DUCRAY NUTRICERAT CONCENTRÉ NUTRITIF 75 ML,53.900 TND TTC,"

DUCRAY Nutricerat Concentré gainant ultranutritif pour
cheveux très secs, cheveux abîmés.
Nutrition intense et brillance instantanée.

",https://anais.tn/produit/ducray-nutricerat-concentre-nutritif-75-ml/,https://anais.tn/wp-content/uploads/2020/06/ducray-nutricerat-concentre-nutritif-75ml-f1200-f1200.jpg,Cheveux
99,DUCRAY NUTRICERAT SHAMPOING RÉPARATEUR NUTRITIF,30.900 TND TTC,"

Pour réparer vos cheveux secs et abîmés et leur fournir la nourriture dont ils ont besoin.
Ce Shampoing concentre dans un contenant de 400 ml tous les éléments actifs et les substances nutritives qui redonneront de la vitalité et la force à vos cheveux.

",https://anais.tn/produit/ducray-nutricerat-shampoing-reparateur-nutritif/,https://anais.tn/wp-content/uploads/2020/06/nutricerta.jpg,Cheveux
100,ECOPHANE SHAMPOOING DOUX 200ML,29.950 TND TTC,"

Adapté à tous les types de cheveux, y compris les cuirs chevelus sensibles, le Shampoing Ultra Doux Ecophane Biorga est idéal pour laver les cheveux de toute la famille
Il nettoie en douceur tous les cuirs chevelus, même sensibles
Il redonne force et vitalité aux cheveux
Il apporte douceur, brillance et souplesse

",https://anais.tn/produit/ecophane-shampooing-doux-200ml/,https://anais.tn/wp-content/uploads/2020/10/ecophane-biorga-shampooing-ultra-doux-200ml.jpg,Cheveux
101,ECOPHANE SHAMPOOING DOUX 500ML,47.195 TND TTC,"

Adapté à tous les types de cheveux, y compris les cuirs chevelus sensibles, le Shampoing Ultra Doux Ecophane Biorga est idéal pour laver les cheveux de toute la famille
Il nettoie en douceur tous les cuirs chevelus, même sensibles
Il redonne force et vitalité aux cheveux
Il apporte douceur, brillance et souplesse

",https://anais.tn/produit/ecophane-shampooing-doux-500ml/,https://anais.tn/wp-content/uploads/2020/10/ecophane-biorga-shampooing-ultra-doux-500ml.jpg,Cheveux
102,ECOPHANE SHAMPOOING FORTIFIANT 200ML,31.970 TND TTC,"

Le Shampoing Fortifiant Ecophane Biorga redonne force et brillance aux cheveux fragilisés, abîmés et ternes
De texture agréable, il nettoie les cheveux en douceur et se rince facilement
Les cheveux sont plus doux, plus forts, plus brillants et plus résistants

",https://anais.tn/produit/ecophane-shampooing-fortifiant-200ml/,https://anais.tn/wp-content/uploads/2020/10/ecophane-biorga-shampooing-fortifiant-200ml.jpg,Cheveux
103,ENERGIE FRUIT – 2EN1 MASQUE + APRÈS-SHAMPOOING CARAMEL & HUILE D’ARGAN BIO,23.500 TND TTC,"

Aussi doux qu’un doudou avec vos cheveux je suis ! Grâce à ma formule saine, retrouvez des cheveux nourris et hydratés jusqu’aux pointes et déposez sur votre crinière un parfum gourmand et sucré.
Formule testée dermatologiquement et composée de 97% d’ingrédients d’origine naturelle, fabriquée en Provence.
0% silicones, parabens, colorants et sulfates.

",https://anais.tn/produit/2en1-masque-apres-shampooing-caramel-huile-dargan-bio/,https://anais.tn/wp-content/uploads/2020/05/energie-fruit-masque-et-apres-shampoing-pour-cheve.jpg,Cheveux
104,ENERGIE FRUIT – 2EN1 MASQUE + APRÈS-SHAMPOOING COCO ET BEURRE DE KARITÉ BIO,25.600 TND TTC,"

Un soin 2-en-1 au beurre de karité pour des cheveux doux et réparés ! Découvrez le masque capillaire qui va vous faire aimer les soins pour cheveux ! Prendre soin de ses cheveux n’a jamais été aussi simple qu’avec le 2-en-1 Masque + Après-Shampoing Coco & Beurre de Karité. 
Adieu les masques pour cheveux au temps de pose interminable qui alourdissent vos longueurs et bienvenue à ce soin pour cheveux 2-en-1 qui va révolutionner
votre rituel capillaire et vous donner envie de vous occuper de votre chevelure.

",https://anais.tn/produit/2en1-masque-apres-shampooing-coco-et-beurre-de-karite-bio/,https://anais.tn/wp-content/uploads/2020/05/264719-energie-fruit-coco-beurre-de-karite-bio-cheveux-boucles-masque-apres-shampooing-2-en-1-sans-silicone-300ml-flacon-pompe-1000x1000-min.jpg,Cheveux
105,ENERGIE FRUIT – 2EN1 MASQUE+APRÈS-SHAMPOOING MONOÏ ET HUILE DE MACADAMIA BIO,26.600 TND 22.130 TND TTC,"

Le 2en1 Masque + Après-Shampoing est tout ce dont vous pouviez rêver dans un soin capillaire : il hydrate et nourrit la fibre capillaire en profondeur, sans alourdir vos longueurs.
Finis les compromis.
défaut de profiter des plages de sable fin et de la chaleur tropicale, cet après-shampoing à la formule hybride apportera le soleil dans votre salle de bain grâce à sa senteur Monoï aux notes de noix de coco, de vanille et de fleur de tiaré.

",https://anais.tn/produit/2en1-masque-apres-shampooing-monoi-et-huile-de-macadamia-bio/,https://anais.tn/wp-content/uploads/2020/05/264720-energie-fruit-monoi-huile-de-macadamia-bio-cheveux-abimes-masque-apres-shampooing-2-en-1-sans-silicone-300ml-flacon-pompe-1000x1000-min.jpg,Cheveux
106,ENERGIE FRUIT – 2EN1 MASQUE+APRÈS-SHAMPOOING VANILLE ET HUILE DE BURITI BIO,23.500 TND TTC,"

Aussi doux qu’un doudou avec vos cheveux je suis ! Grâce à ma formule saine, retrouvez des cheveux nourris et hydratés jusqu’aux pointes et déposez sur votre crinière un parfum gourmand et sucré.

",https://anais.tn/produit/2en1-masque-apres-shampooing-vanille-et-huile-de-buriti-bio/,https://anais.tn/wp-content/uploads/2020/05/2en-1-buriti.jpg,Cheveux
107,ENERGIE FRUIT – SHAMPOOING MICELLAIRE ET DETOX THÉ À LA MENTHE ET ALOE VERA BIO,25.600 TND TTC,"

Un shampooing micellaire et détox, comment ça marche ? C’est un shampooing nettoyant doux composé de micelles, que l’on peut aussi appeler « particules d’agents moussants ».
Vous connaissez l’eau micellaire n’est-ce pas ? Et bien le principe est le même.
Les micelles agissent comme de petits aimants qui capturent et éliminent les impuretés présentes à la surface du cheveu.
Résultat : On dit adieu à la pétoche d’abîmer ses cheveux avec un shampooing quotidien et on offre une détox à sa crinière en utilisant cette pépite de beauté qui permet de nettoyer parfaitement le cheveu et le cuir chevelu tout en douceur.
0 % Sulfates, silicones, parabens, colorants
95 % d’ingrédients d’origine naturelle
Testé dermatologiquement

",https://anais.tn/produit/shampooing-micellaire-et-detox-the-a-la-menthe-et-aloe-vera-bio/,https://anais.tn/wp-content/uploads/2020/05/3760207116382_PHOTOSITE_20210517_180546_0-min.jpg,Cheveux
108,ENERGIE FRUIT – SHAMPOOING SANS SULFATES CARAMEL ET HUILE D’ARGAN BIO,23.500 TND TTC,"

Sa formule sans sulfates, sans silicones ni parabens nourrit et hydrate les cheveux
S’il ne pourra pas combler vos papilles, ce shampoing bio pourra en revanche voler à la rescousse de vos cheveux secs ou déshydratés.
L’huile d’argan, notre actif-star de ce shampoing est reconnue pour ses nombreux bienfaits pour les chevelures en manque d’hydratation ou d’éclat.
En effet, l’huile d’argan nourrit en profondeur les cheveux, les adoucit et leur rend toute leur brillance.
À vous la chevelure de star

",https://anais.tn/produit/shampooing-sans-sulfates-caramel-et-huile-dargan-bio/,https://anais.tn/wp-content/uploads/2020/05/shamp-caramel.jpg,Cheveux
109,ENERGIE FRUIT – SHAMPOOING SANS SULFATES COCO ET BEURRE DE KARITÉ BIO,25.600 TND TTC,"

Le beurre de karité est un ingrédient d’exception au fort pouvoir hydratant, et qui pourra hydrater les cheveux les plus abîmés sans les alourdir. 
Un ingrédient de choix, et d’origine naturelle en plus Restructure et Assouplit.

",https://anais.tn/produit/shampooing-sans-sulfates-coco-et-beurre-de-karite-bio/,https://anais.tn/wp-content/uploads/2020/05/717P3k5j7SS._AC_SL1500_-min.jpg,Cheveux
110,ENERGIE FRUIT – SHAMPOOING SANS SULFATES MONOÏ ET HUILE DE MACADAMIA BIO,23.500 TND TTC,"

Nourrit et hydrate.
Pour entretenir et hydrater vos cheveux secs, ne cherchez plus : vous avez trouvé le shampoing idéal.
 Le Shampoing sans sulfates Monoï & Huile de Macadamia séduira aussi les amoureux de la planète grâce à sa composition sans sulfates  et facilement biodégradable.
 Ce shampoing est donc formulé à 95% d’ingrédients d’origine naturelle et à 0% de sulfates, de silicones, de colorants et de parabens. 
100% planète-friendly.

",https://anais.tn/produit/shampooing-sans-sulfates-monoi-et-huile-de-macadamia-bio/,https://anais.tn/wp-content/uploads/2020/05/3760207114869_PHOTOSITE_20200317_103456_0.jpg,Cheveux
111,ENERGIE FRUIT – SHAMPOOING SANS SULFATES VANILLE ET HUILE DE BURITI BIO,23.500 TND TTC,"

Apporte protection et brillance.
Prenez soin de vos cheveux avec le shampooing 0% sulfates Vanille & Huile de Buriti bio d’Énergie Fruit ! 
Ce soin capillaire ultra-respectueux préserve la couleur et protège les cheveux les plus abîmés, tout en leur redonnant brillance
et souplesse.
Sa senteur Vanille addictive séduira les plus gourmands d’entre vous ! Impossible d’y résister.

",https://anais.tn/produit/shampooing-sans-sulfates-vanille-et-huile-de-buriti-bio/,https://anais.tn/wp-content/uploads/2020/05/energie-fruit-shampoing-sans-sulfate-vanille-et-huile-de-buriti-cheveux-colores-meches.png,Cheveux
112,ENERGIE FRUIT BAIN D’HUILE SUBLIMISSIME 150ML,22.700 TND TTC,"

Notre Bain d’Huile, le secret des cheveux qui restent lisses et disciplinés toute la journée. 
Un mélange d’huiles végétales, d’huile d’argan bio et d’un délicieux parfum monoï rose pour détendre et discipliner ta chevelure. 

",https://anais.tn/produit/energie-fruit-bain-dhuile-sublimissime-150ml/,https://anais.tn/wp-content/uploads/2021/06/ENERGIE-FRUIT-BAIN-DE-HUILE.jpg,Cheveux
113,ENERGIE FRUIT MEGACREME SOIN 3EN1 150ML,26.560 TND 22.130 TND TTC,"

Véritable vitamine pour les cheveux, la Rose est la solution idéale pour hydrater, nourrir et faire briller vos cheveux.
 La fleur de l’amour va favoriser la régénération capillaire, aussi bien du cuir chevelu que des pointes fourchues.
Car on ne le dit peut-être pas assez, mais avec la chaleur du fer à lisser, il est indispensable de veiller à ce que vos cheveux soient protégés et nourris en permanence. 

",https://anais.tn/produit/energie-fruit-megacreme-soin-3en1-150ml/,https://anais.tn/wp-content/uploads/2021/06/ENERGIE-FRUIT-MEGA-CREME-min.jpg,Cheveux
114,ENERGIE FRUIT SOIN DEMELANT NUTRITION 150ML,20.700 TND TTC,"

Ultra fine, cette texture crème légère enrichie en huile de chanvre bio se fond dans la chevelure pour la soigner en profondeur sans la graisser ni l’alourdir.
Sa formule permet de l’utiliser en après-shampooing, en masque, ou en crème sans rinçage pour un soin sur-mesure.
Délicatement infusée d’un parfum citron yuzu, elle te donne un coup de fraîcheur durable à ta chevelure.

",https://anais.tn/produit/energie-fruit-soin-demelant-nutrition-150ml/,https://anais.tn/wp-content/uploads/2021/06/264750-energie-fruit-soin-demelant-revitalisant-citron-yuzu-huile-de-chanvre-bio-soin-demelant-3-en-1-150ml-tube-1000x1000-1.jpg,Cheveux
115,ENERGIE FRUIT SOIN DEMELANT REVITALISANT 150ML,20.700 TND TTC,"

Ce Soin Démêlant sans silicone infusé en huile de lin BIO et d’un délicieux parfum Monoï et Fleur d’Oranger est l’indispensable de ta salle de bain. 
Une texture crème magique 97% d’origine nature et sans superflu, 3 applications possibles pour un résultat 100% plaisir : des cheveux doux, profondément nourris, plein de vie.  

",https://anais.tn/produit/energie-fruit-soin-demelant-revitalisant-150ml/,https://anais.tn/wp-content/uploads/2021/06/ENERGIE-FRUIT-SOIN-DEMELANT-NUTRITION-min.png,Cheveux
116,FLORESSANCE MASQUE CAPILLAIRE CIRE D’OLIVE ET HUILE D’ARGAN,25.900 TND TTC,"
Protecteur – cheveux secs à très secs 

L’expertise de Floressance® vous offre un masque nutrition spécialement formulé pour les cheveux secs et cassants. 
Ce masque riche en cire d’Olive & huile d’Argan répare et nourrit les cheveux jusqu’aux pointes. Grâce à cette formule innovante, vos cheveux sont intensément nourris. Ils respirent de nouveau la vitalité. 
96% d’origine naturelle 
SANS SULFATE, SANS SILICONE SANS PARABEN NI ISOTHIAZOLINONE 
MADE IN France

",https://anais.tn/produit/floressance-masque-capillaire-cire-dolive-et-huile-dargan/,https://anais.tn/wp-content/uploads/2020/05/masque-capillaire-1-scaled.jpg,Cheveux
117,FLORESSANCE SHAMPOING HUILE RICIN JOJOBA- 500ML,40.200 TND TTC,"
 

Le Shampooing Huile Ricin & Jojoba, issu de l’expertise Floressance®, fortifie, répare et nourrit les cheveux abimés et cassants pour un effet soie. 
FORMULE AVEC : Huile de Ricin, huile de Jojoba extraite par pression à froid, agents moussants d’origine naturelle, conditionneurs et parfum. 
Ce produit est formulé principalement à base de plantes et sans aucun ingrédient d’origine animale. 
* sans tensioactif sulfaté 
Sans silicone, sans sulfate
* 95% d’origine naturelle 
Testé par des coiffeurs 
Made in France

",https://anais.tn/produit/floressance-shampoing-huile-ricin-jojoba/,https://anais.tn/wp-content/uploads/2020/05/floressance-shampoing-creme-ricin-et-jojoba-500-ml-min.jpg,Cheveux
118,FLORESSANCE SHAMPOING INFUSION AVOINE ET LIN – 500ML,42.900 TND TTC,"
Douceur – Usage Fréquent – Tous types de cheveux 

Le Shampooing Infusion Avoine & Lin, issu de l’expertise Floressance®, adoucit et assouplit tous les types de cheveux pour une brillance optimale. 
FORMULÉ AVEC : Eau florale d’Avoine biologique extraite par distillation, extrait hydroglycériné de Lin, agents moussants d’origine naturelle, conditionneurs et parfum. 
Ce shampooing à l’avoine et au lin est formulé principalement à base de plantes, sans aucun ingrédient d’origine animale, sans colorant et sans additif chimique controversé. 
Sans silicone, sans sulfate* 95% d’origine naturelle 
Testé par des coiffeurs 
Made in France

*sans tensioactif sulfaté.
",https://anais.tn/produit/floressance-shampoing-infusion-avoine-et-lin-500ml/,https://anais.tn/wp-content/uploads/2020/05/shampoing-Avoine-Lin-1-scaled.jpg,Cheveux
119,FLORESSANCE SHAMPOOING HUILE ARGAN ET OLIVE – 500ML,41.800 TND TTC,"
Nourrit – cheveux secs à très secs 

Le Shampooing Huile Argan & Olive, issu de l’expertise Floressance®, nourrit, renforce et donne de la brillance aux cheveux secs à très secs en manque de vitalité. 
Formulé avec : Huile d’Olive extra vierge, Huile d’Argan biologique extraite par pression à froid, agents moussants d’origine naturelle, conditionneurs, conservateurs, colorant naturel et parfum. 
Ce shampoing huile est formulé principalement à base de plantes et sans aucun ingrédient d’origine animale. 
* sans tensioactif sulfaté Sans silicone, sans sulfate
* 95% d’origine naturelle
 Testé par des coiffeurs 
Made in France

",https://anais.tn/produit/floressance-shampooing-huile-argan-et-olive-500ml/,https://anais.tn/wp-content/uploads/2020/05/shampoing-argan-olive-2-scaled-e1589140915566.jpg,Cheveux
120,FLORESSANCE SOIN CAPILLAIRE RICIN JOJOBA,40.200 TND TTC,"
Répare – Cheveux fragilisés à cassants 

L’expertise Le soin capillaire RICIN & Jojoba sans rinçage Floressance® a été spécialement développée pour les cheveux fragilisés à cassants. 
Sa texture légère et non grasse se répartit facilement sur l’ensemble de la chevelure pour un coiffage rapide et des cheveux sublimés. 
Ses résultats : -La fibre est nourrie. -Les pointes sont réparées. 
Les cheveux fragilisés retrouvent brillance et discipline. 
98% d’origine naturelle
SANS SULFATE, SANS RINCAGE SANS PARABEN NI PARAFFNE 
MADE IN France

",https://anais.tn/produit/floressance-soin-capillaire-ricin-jojoba/,https://anais.tn/wp-content/uploads/2020/05/soin-capillaire-ricin-jojoba-1-scaled.jpg,Cheveux
121,FLOXIA SHAMPOING PROFONDEUR ENERGISANT CHEVEUX NORMAUX A GRAS 200ML,29.300 TND TTC,"

Le shampooing Profondeur Energisant Cheveux Normaux à Gras lave vos cheveux tout en douceur.
 Sa formule innovante enrichie en Zinc PCA et D-panthénol régule la séborrhée tout en apportant l’hydratation dont le cuir chevelu a besoin. Vos cheveux sont purifiés, doux et rayonnant de santé.

",https://anais.tn/produit/floxia-shampooing-profondeur-energisant-cheveux-normaux-a-gras-200ml/,https://anais.tn/wp-content/uploads/2021/01/65380_1.jpg,Cheveux
122,FLOXIA SHAMPOING PROFONDEUR ENERGISANT CHEVEUX NORMAUX A SECS 200ML,31.400 TND TTC,"

Le shampooing Profondeur Energisant Cheveux Normaux à Secs lave vos cheveux tout en douceur.


",https://anais.tn/produit/floxia-shampoing-profondeur-energisant-cheveux-normaux-a-secs-200ml/,https://anais.tn/wp-content/uploads/2021/03/FLOXIA-ANAIS.jpg,Cheveux
123,FORCAPIL CHEVEUX ET ONGLES 180 GELULES,109.500 TND TTC,"

C’est est un complément alimentaire  composé essentiellement d’acides aminés soufrés (cystine et méthionine), des vitamines et des minéraux.
C’est un traitement pour les cheveux et  les ongles
Le FORCAPIL est un ensemble de Cystine, méthionine, biotine, complexe vitaminique B, vitamine D et zinc.
C’est un traitement qui dure 3 mois : un programme intensif de 2 gélules par jour.

",https://anais.tn/produit/forcapil-cheveux-et-ongles-180-gelules/,https://anais.tn/wp-content/uploads/2020/05/arkopharma-forcapil-180-capsules.jpg,Cheveux
124,FORCAPIL CHEVEUX ET ONGLES 60 GELLULES,54.400 TND TTC,"

C’est est un complément alimentaire  composé essentiellement d’acides aminés soufrés (cystine et méthionine), des vitamines et des minéraux.
C’est un traitement pour les cheveux et  les ongles
Le FORCAPIL est un ensemble de Cystine, méthionine, biotine, complexe vitaminique B, vitamine D et zinc.
C’est un traitement qui dure 3 mois : un programme intensif de 2 gélules par jour.

",https://anais.tn/produit/forcapil-cheveux-et-ongles-60-gellules/,https://anais.tn/wp-content/uploads/2020/05/2222628-1-3401548171172-arkopharma-forcapil-cheveux.jpg,Cheveux
125,FORTE PHARMA EXPERT CHEVEUX 28C,47.900 TND TTC,"

Renforcer la fibre capillaire.

Les protéines de blé favorisent la synthèse de kératine et le zinc contribue à la production des protéines du cheveu.
 La vitamine B6 participe à la production de cystéine, acide aminé indispensable pour structurer la fibre capillaire.
Apporter du volume à la chevelure.

Le fer et la vitamine B3 revitalisent la fibre capillaire en favorisant l’apport optimal de nutriments au bulbe capillaire.
Révéler la brillance de vos cheveux.

",https://anais.tn/produit/forte-pharma-expert-cheveux-28c/,https://anais.tn/wp-content/uploads/2020/09/forte-pharma-expert-cheveux-28-comprimes-compressed.jpg,Cheveux
126,FORTE PHARMA EXPERT CHEVEUX PACK 3 MOIS,96.390 TND TTC,"
L’expert cheveux de Forté Pharma, une triple action pour :

 Renforcer la fibre capillaire.
 Apporter du volume à la chevelure.
 Révéler la brillance de vos cheveux.

",https://anais.tn/produit/forte-pharma-expert-cheveux-pack-3-mois/,https://anais.tn/wp-content/uploads/2020/09/forte-pharma-pack-expert-cheveux.jpg,Cheveux
127,HEI POA MONOI TAHITI MILLE FLEURS 100ML,37.900 TND TTC,"

Parfums de 1000 fleurs envoutantes et fleuries. Imaginez 200 fleurs de Tiaré, Frangipanier, d’Hibiscus, 100 fleurs de Kau Pe, 100 fleurs de Ylang-Ylang, 200 fleurs de Lotus, en macération successive dans l’huile de Monoï
Imaginez toutes ces senteurs sur votre peau
Imaginez ce bouquet autour du cou, tombant sur vos bras nus..
Laissez le charme agir

",https://anais.tn/produit/hei-poa-monoi-tahiti-1000-fleurs-100ml/,https://anais.tn/wp-content/uploads/2020/10/monoi-de-tahiti-hei-poa-mille-fleurs-100ml.jpg,Cheveux
128,HEI POA PUR MONOÏ DE TAHITI ELIXIR D’AMOUR 100ML,34.900 TND TTC,"

Mélange de sensualité absolue autour d’un bouquet végétal aromatique (Ananas, Miri, Ylang Ylang, Agérate bleue, Santal, Tiaré, Rea Tahiti), le Monoï de Tahiti Elixir d’amour incarne par excellence la beauté et la tentation féminine

",https://anais.tn/produit/hei-poa-pur-monoi-de-tahiti-elixir-damour-100ml/,https://anais.tn/wp-content/uploads/2020/10/hei-poa-pur-manoi-tahiti-elixir-d-amour-100ml.jpg,Cheveux
